TOX-A	TOX-B	mGFP-A	mGFP-B
RP23-16N14.2	0	0	0	0
Coq10b	805	806	768	843
RP23-16N14.5	20	2	10	5
Hspd1	20237	20104	11245	18050
Hspe1	4432	3809	4125	4127
RP23-16N14.6	0	1	0	0
RP23-16N14.1	1	0	2	0
Mob4	2866	3194	2079	2915
RP23-93M3.2	2	1	2	2
Rftn2	106	92	54	148
RP23-130K20.1	0	0	0	0
Mars2	1732	1546	784	1567
Boll	10	14	4	7
AC122223.2	1	1	2	2
RP23-130K20.4	0	0	0	0
RP23-130K20.5	1	0	0	0
Plcl1	84	147	33	46
RP23-453N3.4	81	40	126	60
RP23-453N3.5	0	0	0	0
RP23-242C11.1	0	0	0	0
RP24-421N21.1	0	0	0	0
RP24-421N21.2	0	0	0	0
RP23-258N15.1	0	0	0	0
RP23-478I8.1	0	0	0	1
RP24-146K19.1	0	0	0	0
Hsfy2	0	0	0	0
Satb2	0	0	0	0
RP24-123J3.1	0	0	0	0
RP24-123J3.2	0	0	0	0
Gm23943	1	0	1	0
RP24-95P4.1	0	0	0	0
RP24-95P4.2	0	0	0	0
RP24-77I21.1	3	4	9	8
RP24-77I21.2	75	75	33	74
RP24-77I21.3	416	387	147	291
Tyw5	751	739	434	569
Maip1	1319	1091	1193	1313
Gm22371	0	0	0	0
Gm24014	0	0	0	0
RP23-433B11.2	0	0	0	0
RP23-433B11.1	0	0	0	0
RP23-433B11.3	0	0	0	0
Spats2l	0	2	12	17
RP24-123P22.3	0	0	0	0
Kctd18	1358	1165	1034	1350
Sgol2a	768	912	365	362
Aox1	0	0	0	0
Aox3	0	0	0	0
Gm24548	0	0	0	0
Aox4	0	0	0	0
RP23-124O19.1	0	0	0	0
Aox2	0	0	0	0
RP24-191N24.2	17	47	25	9
Bzw1	35968	33045	21204	30729
Clk1	5082	4834	3712	5170
Ppil3	1688	1448	1628	1759
Nif3l1	2289	2252	2277	2560
Orc2	4945	4714	2975	3996
Gm23966	0	0	2	4
AC118698.3	3	14	21	19
Fam126b	671	641	521	503
Ndufb3	2548	2268	2544	2359
RP24-82I5.2	0	0	1	0
RP24-273P12.1	0	0	0	0
Cbx3-ps7	2	9	7	6
Als2cr12	11	24	8	10
RP24-285E3.2	184	163	187	281
RP24-273P12.2	0	0	0	0
Cflar	2925	3036	2505	3392
RP24-273P12.3	0	0	0	0
Casp8	15749	15185	13642	17258
RP24-273P12.4	116	195	94	122
RP24-285E3.4	0	21	9	1
Trak2	2946	2602	1866	2412
Stradb	1988	1544	1334	1750
WI1-1860G10.1	0	0	0	1
RP24-535E21.1	0	0	0	0
Als2cr11	0	0	0	0
Gm25502	0	0	0	0
Tmem237	1612	1573	981	1159
RP24-535E21.4	30	22	20	53
Mpp4	17	3	10	6
RP24-89C18.1	6	1	3	3
RP24-89C18.2	0	0	0	0
Als2	2015	1729	1108	1155
Cdk15	8	15	0	6
RP24-149E13.1	0	0	0	0
RP24-149E13.2	0	0	0	0
Fzd7	88	82	0	31
RP24-421H8.1	0	1	0	0
RP24-147G7.1	0	0	0	0
RP24-421H8.2	0	3	0	0
RP24-421H8.3	0	0	0	0
Sumo1	6103	5781	4899	5729
Gm24545	0	0	0	0
RP24-147G7.2	2	1	0	5
RP24-147G7.3	13	1	0	4
Nop58	13671	13044	9211	13679
Snord70	11	3	5	4
Gm26293	0	0	0	0
Gm26287	8	8	4	5
Snord11	3	0	0	1
Bmpr2	29	75	0	31
RP24-178N19.2	0	0	12	0
RP23-27C10.1	0	0	0	0
Fam117b	544	596	364	559
RP23-27C10.2	41	66	34	30
RP23-27C10.4	0	1	0	0
Ica1l	9	6	5	1
Wdr12	5025	4690	4562	5736
Carf	179	245	187	233
AC116581.2	2	3	2	2
Nbeal1	530	565	318	676
RP23-431H7.1	0	0	0	0
Cyp20a1	2505	2129	1820	1856
RP23-264G9.1	0	13	4	14
Abi2	1608	1495	880	1229
Raph1	340	367	174	146
RP23-17F2.2	1	2	4	5
RP23-17F2.3	0	0	0	0
RP23-17F2.4	0	0	0	0
RP23-17F2.6	0	0	0	0
Gm23762	0	0	0	0
RP23-157N11.1	0	0	0	0
Eif4a-ps4	1082	941	927	933
Cd28	9076	6714	6999	7284
RP23-157N11.4	5	5	2	9
RP23-157N11.5	3	0	0	5
RP23-157N11.10	10	18	6	9
RP23-157N11.7	0	4	0	0
RP23-157N11.6	0	0	0	0
RP23-157N11.11	8	16	6	11
Ctla4	5854	5512	5723	7982
Rpl18-ps1	74	80	107	105
RP23-146J17.3	0	0	0	0
Icos	7111	9030	6627	6614
RP23-148E7.2	26	44	41	10
Rpl17-ps1	1	1	1	0
RP23-163J17.2	0	0	0	0
RP23-163J17.3	0	0	0	0
RP23-163J17.4	0	0	0	0
RP23-429E18.1	0	0	0	0
RP23-429E18.2	0	0	0	0
RP23-280M7.1	0	0	0	0
Gm25839	0	0	0	0
RP23-280M7.2	0	0	0	0
RP23-280M7.4	0	0	0	0
RP23-280M7.3	0	0	0	0
RP23-255M18.1	0	0	0	0
Pard3b	0	0	0	0
RP23-327M13.2	0	0	0	0
RP23-327M13.3	0	0	0	0
RP23-327M13.4	0	0	0	0
Pard3bos1	0	0	0	0
RP23-327M13.6	0	0	0	0
RP23-15E24.3	0	0	0	0
RP23-361M22.2	0	0	0	0
Pard3bos2	0	0	0	0
RP23-26A10.3	0	0	0	0
Pard3bos3	0	0	0	0
RP23-20G7.4	2	0	0	0
RP23-20G7.3	0	0	0	0
RP23-20G7.2	6	8	10	2
Nrp2	0	9	0	0
RP23-20G7.7	0	0	0	0
RP23-149A5.4	0	0	0	0
RP23-149A5.3	8	2	0	0
Ino80d	496	477	614	485
Gm44468	0	0	0	0
Gm24942	0	0	0	0
Rps13-ps7	0	0	0	0
Rps27-ps1	10	11	8	1
Ino80dos	101	108	54	99
RP23-13C17.6	134	127	175	83
Ndufs1	10899	8987	6098	9637
Gm24557	0	0	0	0
Eef1b2	11373	11310	13913	13712
Gm27390	0	0	0	0
Gm26457	6	6	0	2
Snora41	30	13	11	11
Gpr1	8	0	0	0
Gm27512	0	0	0	0
Platr12	0	0	0	0
RP23-434D24.3	0	0	0	0
RP23-434D24.1	0	0	0	1
Gm24513	0	0	0	0
Zdbf2	0	0	0	0
Gm23448	0	0	0	0
RP23-388B5.2	0	0	0	0
RP23-388B5.1	49	46	33	34
Adam23	0	0	0	0
Gm22281	0	0	0	0
RP23-341P11.7	0	0	0	0
Dytn	0	0	0	0
RP23-341P11.4	0	0	0	0
Mdh1b	0	0	0	0
Fastkd2	3414	2938	2979	3511
RP23-132J5.2	0	0	0	0
RP23-374K2.1	0	0	0	0
RP23-374K2.3	0	0	0	0
RP23-374K2.2	0	0	0	0
Klf7	2093	2229	2434	2232
Gm26649	0	0	0	0
Mir6899	0	0	0	0
RP23-45M23.1	14	1	0	5
RP23-45M23.2	5	7	5	4
RP23-45M23.6	0	0	0	0
Gm25748	0	0	0	0
RP23-62B14.1	0	0	0	0
Creb1	4408	3966	2452	3529
Mettl21a	1451	1343	1344	1738
RP24-74G12.3	7	1	3	8
RP24-74G12.5	0	0	0	0
AC101915.2	299	353	296	192
Ccnyl1	50	50	68	51
Fzd5	54	19	40	27
RP24-388P13.2	1	1	0	0
Plekhm3	518	516	426	496
Rpl31-ps24	0	0	0	0
Rpl10a-ps1	322	293	476	391
Gm24788	0	0	0	0
Akr1cl	0	0	0	0
AC158958.5	0	0	1	0
Cryge	0	0	0	0
Crygd	0	0	0	0
Crygc	0	0	0	0
Crygb	0	0	0	0
RP23-348D4.1	0	0	0	0
Cryga	0	0	0	0
RP23-348D4.2	0	0	0	0
AC101869.3	14	8	25	3
Idh1	642	731	410	421
Pikfyve	617	557	570	607
Pth2r	0	0	0	0
RP23-14I20.3	0	0	0	0
RP23-14I20.2	0	0	0	0
RP23-14I20.1	0	0	0	0
RP23-14I20.4	0	0	0	0
RP23-14I20.5	0	0	0	0
RP23-14I20.6	0	0	0	0
AC100180.1	0	0	0	0
AC100180.2	2	1	3	0
Crygf	0	0	0	0
AC101299.1	0	0	0	0
AC101299.2	0	0	0	0
AC101299.3	0	0	0	0
Map2	8	0	0	0
Gm24729	0	0	0	0
AC091465.2	0	0	0	0
Gm25411	0	0	0	0
Unc80	0	0	0	0
RP23-198G19.1	0	0	0	0
Rpe	4932	4737	3278	4414
Kansl1l	193	161	92	135
RP24-429G21.5	7	4	0	18
RP24-429G21.4	7	5	0	1
RP24-429G21.3	0	5	0	6
AC124389.1	0	0	0	0
RP24-429G21.2	7	20	23	0
RP24-429G21.1	8	1	0	6
RP24-429G21.6	0	0	0	0
RP24-429G21.7	0	0	0	5
Acadl	10393	8960	6491	7025
AC124389.3	2	0	2	4
Gm27934	0	1	0	0
Gm25832	0	0	0	0
Myl1	0	0	0	0
Rpl31-ps14	1	3	1	0
AC133187.4	0	0	0	0
Lancl1	2778	3518	2928	3547
Cps1	0	0	0	0
AC133161.1	0	0	0	0
Gm26342	0	0	0	0
Kif22-ps	0	1	0	0
Gm22548	0	0	0	0
AC154992.1	0	0	0	0
RP23-420P19.1	0	0	0	0
Gm23189	0	0	0	0
AC167658.2	0	0	0	0
Erbb4	0	0	0	0
RP23-411D16.1	0	0	0	0
AC138285.1	0	0	0	0
Gm25542	0	0	0	0
RP24-393F8.3	0	0	0	0
RP24-393F8.2	0	0	0	0
RP24-363O16.2	0	0	0	0
RP24-363O16.1	0	0	0	0
AC157805.2	0	0	0	0
AC157805.1	0	0	0	0
Pced1c-ps	0	0	0	0
RP24-280N11.1	0	0	0	0
RP23-471L1.1	0	0	0	6
RP23-471L1.4	0	0	0	0
Ikzf2	416	399	224	387
RP23-471L1.3	3	5	0	0
RP23-471L1.5	4	2	0	0
RP23-301L19.1	0	0	0	0
Spag16	0	0	0	0
Gm22665	0	0	0	0
Gm23879	0	0	0	0
RP24-468E2.1	6	6	6	6
RP23-444A8.1	0	0	0	0
RP24-111L14.1	0	0	0	0
Gm23422	0	0	0	0
Vwc2l	0	0	0	0
Bard1	352	278	281	152
AC104747.2	0	0	4	0
RP23-248N10.1	0	0	0	0
Abca12	0	0	0	0
RP24-472N17.1	0	0	0	0
Atic	2508	2438	2743	2743
Fn1	4	3	1	1
Apol7d	0	0	0	0
RP24-211L16.2	3	1	4	2
RP24-211L16.3	12	3	8	4
RP23-214P23.1	0	0	0	0
RP23-214P23.2	0	0	0	0
RP23-214P23.3	0	0	0	0
RP24-128L10.1	0	0	0	0
RP24-245O4.2	0	0	0	0
RP24-245O4.1	0	0	0	0
RP23-277E3.1	2	1	6	1
RP23-277E3.2	0	0	0	0
Mreg	0	0	0	9
Gm25360	5	5	2	1
D230017M19Rik	2	1	0	9
Gm23472	0	0	4	0
Gm24497	2	0	0	2
Gm25939	0	3	0	0
Pecr	466	491	511	741
Tmem169	0	0	0	4
Xrcc5	4051	3951	3272	4699
March4	0	0	0	0
AC114629.2	2	1	0	3
Smarcal1	2424	2047	1701	1660
RP23-432C4.2	0	0	0	0
Ankar	0	0	0	0
RP23-38P22.2	0	0	0	0
RP23-38P22.1	0	0	0	0
Rpl37a	6626	6171	9096	8418
Igfbp2	0	0	0	0
Igfbp5	0	0	0	0
RP23-445K8.1	0	0	0	0
Tnp1	0	0	0	0
RP24-141F19.1	0	0	0	0
RP24-141F19.2	0	0	0	0
RP24-141F19.3	0	0	0	0
Pinc	0	0	0	0
Gm27315	0	0	0	0
RP24-450P2.2	0	0	0	0
RP24-392J14.1	0	0	0	0
RP24-392J14.2	0	0	0	0
RP24-392J14.3	0	0	0	0
RP24-144C10.1	0	0	0	0
RP23-262M12.1	0	0	0	0
Gm25329	0	0	0	0
Mir6351	0	0	0	0
Tns1	1234	928	1322	599
Rufy4	7	0	4	0
Cxcr2	5	2	4	8
Cxcr1	0	0	0	0
Mir1928	0	1	0	0
Gm25524	0	0	0	0
Arpc2	53125	51653	53815	49968
Gpbar1	7	22	0	2
Aamp	11398	10679	12817	11281
RP23-280F6.3	0	0	0	0
Pnkd	861	740	1024	665
RP23-280F6.5	15	3	8	8
Tmbim1	1678	1458	1452	1242
RP23-280F6.4	0	0	0	0
RP23-280F6.6	0	0	0	21
Catip	0	0	0	0
Slc11a1	4	1	4	1
Ctdsp1	257	211	352	192
Mir26b	0	1	5	0
Vil1	5	9	0	4
Usp37	2663	2209	1583	1907
RP23-102B12.2	31	15	1	35
Rqcd1	9282	7723	7600	7770
Plcd4	8	3	0	3
Zfp142	1361	1625	1713	1387
Gm25035	3	8	5	3
Bcs1l	1234	989	755	1303
Rnf25	1052	887	1111	1057
Stk36	6	13	21	0
Ttll4	1674	1895	1070	1340
Cyp27a1	0	0	0	0
Prkag3	0	0	0	0
Gm27507	0	0	0	0
Wnt6	0	0	0	0
RP23-395C1.4	0	0	0	0
Wnt10a	0	0	0	0
RP23-430G15.2	0	0	0	0
Cdk5r2	0	0	0	0
Fev	0	0	0	0
Cryba2	0	0	0	0
Mir375	0	0	0	0
Cfap65	0	0	0	0
AC139023.4	0	0	0	0
Ihh	0	0	0	5
RP23-430G15.6	0	0	0	0
Nhej1	341	218	310	313
Slc23a3	0	0	11	1
Cnppd1	7921	6552	8897	9038
Fam134a	3062	3275	1726	2229
Zfand2b	2715	2657	3099	2874
Abcb6	351	288	300	278
RP23-321N22.4	0	0	0	0
Atg9a	1753	1599	1376	1155
Ankzf1	2268	2455	2017	2467
Glb1l	134	125	142	126
Gm27943	0	0	0	0
Stk16	4470	4182	4081	3718
Tuba4a	41596	37446	36981	34674
RP23-321N22.8	87	57	54	37
Dnajb2	1133	893	921	911
Ptprn	0	6	12	16
RP23-321N22.11	0	0	0	0
Resp18	0	0	0	0
RP23-321N22.13	0	0	0	0
Dnpep	3294	2622	3346	3135
Des	0	0	0	0
AC161346.2	0	0	0	0
Speg	0	8	0	15
AC114651.2	0	0	0	0
Gmppa	4879	4639	4207	4232
Asic4	0	0	1	0
RP24-153E5.1	0	0	0	0
Chpf	4210	4583	2129	2778
Obsl1	70	189	27	37
Tmem198	10	23	39	14
Inha	5	15	10	9
AC115011.10	0	0	0	0
Stk11ip	1857	1507	1520	1387
AC115011.7	0	0	0	0
Slc4a3	0	8	0	0
AC115011.9	0	0	0	0
AC133581.1	0	0	0	0
AC133581.2	1	0	0	1
RP24-103F2.1	0	0	0	0
RP23-288K15.1	0	0	0	0
RP24-537H9.2	0	0	0	0
RP24-537H9.1	0	0	0	0
Mir6343	0	0	0	0
RP24-199M24.1	0	0	0	0
RP23-59P14.1	0	0	0	0
Gm25974	0	0	0	0
Epha4	0	0	0	0
Mir6352	0	0	0	0
RP23-346J11.1	0	0	0	0
RP23-39N17.1	0	0	0	0
Gm26263	0	0	0	0
RP23-266D4.1	0	0	0	0
Pax3	0	0	0	0
Sgpp2	40	27	14	28
RP24-404O8.1	0	0	0	0
RP24-538F21.2	0	0	0	0
Farsb	18233	17622	15765	18458
RP24-538F21.4	14	3	9	3
RP24-300L5.1	22	35	22	28
RP24-300L5.2	0	0	0	0
Mogat1	0	1	0	0
CAAA01152789.1	0	0	0	0
WI1-2612I11.1	0	0	0	0
Acsl3	1099	1380	403	515
Utp14b	157	229	29	97
RP23-395H12.1	11	10	10	7
RP23-421G18.1	0	0	0	0
Kcne4	0	0	0	0
RP23-395H12.3	0	0	0	0
RP23-421G18.2	12	10	8	6
Scg2	0	0	0	0
RP23-465C10.2	0	0	0	0
Gm24160	0	0	0	0
Ap1s3	45	25	16	36
RP23-337F12.2	0	0	3	0
Wdfy1	1742	1961	1730	1759
RP23-295C23.2	0	1	0	0
Mrpl44	2435	2444	2318	2485
Serpine2	12125	5310	5117	5123
RP24-302A24.2	37	34	36	23
RP23-237L7.1	6	3	4	8
RP23-470G12.1	0	0	0	0
Gm23934	0	0	0	0
RP23-470G12.2	0	0	0	0
RP23-269M3.2	0	0	0	0
Fam124b	0	0	20	9
RP23-269M3.3	0	0	0	0
RP24-193D9.2	0	0	0	0
Cul3	740	858	1041	697
RP24-193D9.4	9	10	10	0
RP24-193D9.3	10	12	0	6
RP23-306A2.2	3	3	0	0
RP23-306A2.1	0	0	0	0
RP23-440M14.1	101	63	55	102
RP23-440M14.3	2	0	0	0
Dock10	12399	12933	7887	11110
RP23-328G14.3	29	20	0	16
RP23-328G14.2	43	18	39	33
RP23-328G14.1	39	29	43	38
RP24-241N3.1	0	0	0	1
RP23-258D13.1	0	0	0	0
Nyap2	0	0	0	0
RP23-424A2.1	0	0	0	0
RP23-424A2.2	0	0	0	0
AC121119.1	6	4	10	4
RP23-2I19.1	2	1	2	0
RP23-322M7.1	0	0	0	0
Mir6344	0	0	0	0
Irs1	0	0	0	0
Gm9747	0	0	0	0
Rhbdd1	4189	4038	4364	4466
RP23-430H22.1	10	27	4	13
RP23-430H22.3	2	1	0	6
Gm22112	0	0	0	0
Col4a4	22	12	0	10
Col4a3	13	2	30	0
n-R5s213	0	0	0	0
RP23-404A6.2	12	5	12	9
Mff	8668	8466	6925	8251
RP23-404A6.3	0	2	0	0
Tm4sf20	1	0	0	0
RP23-404A6.8	0	0	0	0
RP23-404A6.4	0	0	0	0
RP23-404A6.5	8	5	0	10
RP23-404A6.6	35	9	10	14
RP23-404A6.7	18	7	10	8
Gm22396	0	0	0	0
Agfg1	5484	5518	2815	3890
RP23-149C6.5	0	0	3	11
RP23-149C6.6	0	0	0	0
RP23-149C6.7	0	0	0	0
RP23-149C6.8	0	0	0	0
RP23-149C6.10	0	0	0	0
RP24-499L20.4	0	0	0	0
RP23-149C6.11	0	0	0	0
RP23-149C6.2	1	0	0	0
Slc19a3	0	0	0	0
RP23-149C6.3	1	0	0	0
RP24-499L20.3	0	0	0	0
RP23-149C6.12	0	0	0	0
RP24-499L20.2	0	0	0	0
Krtap28-13	0	0	0	0
RP23-149C6.4	0	0	0	0
Ccl20	0	0	0	0
RP23-275F9.1	0	0	0	0
Daw1	0	0	0	0
RP24-383H12.1	0	1	0	0
n-R5s214	0	0	0	0
Sphkap	0	0	0	0
AC138359.3	6	5	5	10
RP24-383H12.2	0	0	0	0
RP24-289K8.2	0	0	0	0
RP23-118K4.1	0	0	0	0
Gm25754	0	0	0	0
Gm24555	0	0	0	0
Pid1	74	19	2	20
RP23-81L22.3	0	0	0	0
RP23-237M24.1	0	0	0	0
Mir6353	0	0	0	0
Dner	0	7	0	0
RP23-147I4.1	0	0	0	0
RP24-208F6.1	0	0	0	0
Mir5126	0	0	0	0
Trip12	6300	6494	4455	5244
RP23-447L15.2	0	1	0	0
RP23-447L15.3	7	5	2	0
Fbxo36	82	86	39	106
Slc16a14	0	0	0	0
AC167036.2	0	0	0	0
RP23-76P9.1	0	0	0	0
AC123856.2	18	21	28	23
Rpl19-ps1	65	74	74	64
Gm27907	0	0	0	0
AC167036.11	0	0	0	0
AC167036.9	0	0	0	0
RP23-76P9.2	0	0	0	0
AC167036.3	0	0	1	3
Gm10553	0	0	0	0
AC167036.4	82	53	90	63
AC167036.10	0	0	0	1
AC167036.13	0	0	0	0
AC164544.5	0	0	0	1
AC123856.1	2	2	12	8
AC123856.7	0	0	0	0
AC123856.3	4	5	3	6
AC167036.6	0	0	0	0
AC123856.5	1	0	0	0
AC147806.7	0	0	0	0
RP23-6O16.1	1	0	0	0
AC147806.6	0	0	0	0
AC147806.2	6	0	11	13
G530012D18Rik	0	0	0	0
Sp110	5901	4828	6105	6165
AC147806.5	0	0	0	3
Sp140	1333	983	880	1173
AC147806.3	2	0	0	0
AC147806.8	15	2	5	7
Sp100	13218	11182	12662	13359
n-R5s215	0	0	0	0
AC161342.2	841	628	829	840
Mir8096	1	2	1	0
Gm25472	0	0	0	0
RP23-313K17.2	0	0	0	0
Gm22906	0	1	0	0
Cab39	4474	5069	2350	3129
Itm2c	4709	4536	4638	4235
AC107707.3	0	3	9	0
RP24-268C13.1	94	59	66	27
Gpr55	951	622	814	568
RP24-139E15.1	21	22	8	16
RP24-139E15.2	5	5	1	6
Spata3	0	0	0	0
AC102506.1	1	1	0	0
Psmd1	18929	17316	10573	13981
Gm22786	4	1	1	0
Htr2b	3	6	5	5
RP24-308M3.2	18	3	2	1
RP24-308M3.1	0	0	0	0
Armc9	324	307	241	254
AC104896.2	46	9	29	5
B3gnt7	27	4	18	7
RP23-299F18.1	0	0	0	0
RP23-403I3.2	0	0	0	0
RP23-403I3.3	0	0	0	0
Ncl	55723	57738	30484	54036
Snora75	0	0	0	0
Mir3535	1	1	0	1
Gm24148	0	0	0	0
Snord82	0	0	0	0
AC102609.2	351	295	268	432
RP23-403I3.7	0	0	0	0
Nmur1	18	60	28	16
Tex44	0	0	0	0
Rpl30-ps6	1	0	0	0
Ptma	44203	40027	35708	35280
Pde6d	982	981	1006	1167
RP23-11K8.3	11	1	0	0
Cops7b	2135	1952	1683	1666
Gm22955	0	0	0	0
RP23-11K8.4	0	0	0	0
Nppc	0	0	0	0
Dis3l2	2619	2497	2460	2776
RP24-529L13.1	0	2	0	0
RP24-529L13.2	4	8	3	0
RP23-26I10.1	0	0	0	16
RP23-26I10.2	17	19	7	26
RP23-26I10.3	0	1	0	0
RP23-26I10.4	0	0	0	0
RP23-26I10.5	3	7	3	11
AC120860.1	328	299	475	341
RP23-26I10.6	1	3	0	0
RP23-26I10.7	1	1	0	0
RP24-286D13.2	0	1	0	0
RP24-286D13.3	20	2	22	12
Akp-ps1	0	0	0	0
RP24-286D13.6	1	0	1	0
Alppl2	0	0	0	0
Alpi	0	0	0	0
RP23-416O18.2	0	0	0	0
Akp3	0	0	0	0
RP23-416O18.4	0	0	0	0
Ecel1	0	0	0	0
Prss56	0	0	0	0
Chrnd	0	0	0	0
Chrng	0	2	0	0
Eif4e2	9081	8236	7797	7498
Gm26187	0	0	0	0
Efhd1	0	0	0	0
Efhd1os	0	0	0	0
Gigyf2	2788	2421	2262	2481
Gm22549	0	0	5	1
Kcnj13	7	6	0	0
Gm23504	4	0	0	2
RP24-377C24.5	0	0	0	0
Ngef	0	0	0	0
Neu2	0	0	0	0
RP24-377C24.2	0	0	0	0
RP23-210C12.2	0	1	1	0
Inpp5d	13005	11381	10859	8887
Atg16l1	2854	2578	2260	2557
Gm25395	8	10	10	17
Scarna6	0	0	0	0
Sag	9	23	6	28
Dgkd	5411	5120	3877	3896
RP23-473M13.3	8	16	3	8
RP23-473M13.2	4	3	18	5
RP24-398O5.2	138	114	53	80
Usp40	999	897	663	726
Gm25198	0	0	0	0
AC087801.1	1	2	1	0
AC087801.2	0	0	0	0
Ugt1a10	0	0	0	0
RP23-324B17.1	0	0	0	0
Ugt1a9	2	0	0	0
Ugt1a8	0	0	0	0
Ugt1a7c	38	65	34	28
AC087801.5	0	0	0	0
Ugt1a6b	0	1	0	0
AC087801.6	0	0	0	1
AC087801.7	0	0	0	0
Ugt1a6a	0	0	0	0
AC087801.8	0	0	0	0
AC087801.9	0	0	0	0
AC087801.10	0	0	0	0
Ugt1a5	0	0	0	0
AC087801.11	0	0	0	0
AC087780.9	0	0	0	0
Ugt1a2	0	0	0	0
Dnajb3	31	24	36	26
Ugt1a1	0	0	0	0
Mroh2a	37	84	95	125
Hjurp	14672	13724	9436	9673
Trpm8	0	0	0	0
AC087780.13	0	0	0	0
Spp2	1	0	3	0
RP24-73K7.1	0	0	0	0
RP24-73K7.2	0	0	0	0
Glrp1	392	442	281	254
RP24-73K7.4	0	13	36	4
RP24-108I6.1	4	12	4	0
RP24-108I6.2	52	40	47	19
Arl4c	2032	1819	2943	1872
RP23-299M19.2	0	0	0	0
Platr5	0	0	0	0
RP23-358L5.1	0	0	0	0
RP23-358L5.2	0	0	0	0
RP24-423I20.1	0	0	0	0
RP24-423I20.2	1	0	0	0
Sh3bp4	34	53	66	31
RP24-396E16.1	0	0	0	0
RP24-217I2.2	0	0	0	0
RP23-350B16.1	0	0	0	0
RP23-350B16.2	0	0	0	0
Agap1	19	25	6	52
RP23-102K8.1	19	0	1	0
Gm25180	0	0	0	0
RP23-205B8.1	0	0	0	0
RP23-205B8.2	0	0	0	7
Gm26037	0	0	0	0
RP24-78E16.3	0	0	0	0
Gbx2	0	0	0	0
RP23-118M14.1	0	0	0	0
Asb18	0	0	0	0
Iqca	0	0	0	0
RP23-289I3.1	0	0	0	0
Ackr3	0	11	0	0
RP24-548K2.1	0	0	0	0
RP24-548K2.2	0	0	0	0
RP24-548K2.3	0	0	0	0
Gm27648	0	0	0	0
RP24-154L11.1	0	0	0	0
RP24-393L8.1	0	0	0	0
Cops8	7148	6706	6436	6786
RP24-159G18.2	0	0	0	0
Col6a3	0	3	0	0
RP23-324F10.1	0	0	0	0
RP23-324F10.2	0	0	0	0
Mlph	0	0	0	0
Prlh	0	0	0	0
Rab17	5	4	25	16
RP23-448B17.2	0	0	0	0
Lrrfip1	13101	12381	9343	12144
Rbm44	196	347	157	269
RP24-148E21.3	17	20	13	26
Ramp1	624	881	794	825
Ube2f	2697	2709	2844	3083
AC102874.1	27	31	22	25
Gm26683	5	4	1	4
Scly	1074	957	979	881
RP24-500O1.1	7	0	0	1
Espnl	9	12	0	2
Klhl30	217	130	61	64
Fam132b	120	152	17	19
Ilkap	4779	4856	3130	3887
RP24-503F14.1	0	0	0	0
Hes6	3492	3264	2996	2725
Per2	422	438	367	259
RP23-29D20.1	1	0	0	0
RP23-29D20.2	0	0	0	0
RP23-29D20.3	0	0	0	0
Traf3ip1	401	391	175	299
Asb1	722	1098	484	593
RP24-291E1.1	0	0	0	0
RP23-5H15.1	0	0	0	0
Twist2	0	0	0	0
RP23-5H15.2	0	0	0	0
RP23-309A8.1	0	0	0	0
Hdac4	2602	2337	3324	2780
RP23-309A8.4	0	3	9	0
Gm26720	0	0	0	0
RP23-309A8.3	3	3	0	4
RP24-186A12.1	0	0	0	0
RP24-262J2.1	0	0	0	0
Ndufa10	9915	8597	9236	9040
Mir6900	0	0	0	0
Olfr1416	0	0	0	0
Olfr1415	0	0	0	0
Olfr1414	0	0	0	0
Olfr1413	0	0	0	0
RP23-145J9.2	0	0	0	0
RP23-145J9.4	0	0	0	0
Olfr1412	0	0	0	0
RP23-145J9.12	0	0	0	0
Olfr1411	0	0	0	0
RP23-145J9.13	0	0	0	0
Olfr1410	0	0	0	0
Olfr12	0	0	0	0
Cops9	2123	1858	2350	2115
Otos	71	49	31	34
RP23-145J9.10	0	0	0	0
RP23-145J9.11	0	0	0	0
RP24-108K12.1	0	0	0	0
Gpc1	1854	1578	887	820
RP24-108K12.3	0	0	0	0
Mir149	0	0	0	0
Ankmy1	57	18	45	20
Dusp28	456	437	536	505
RP23-45A13.2	19	4	10	5
Rnpepl1	523	560	614	546
RP23-45A13.4	22	53	34	49
Capn10	1209	1227	982	1102
Gpr35	1	2	0	0
RP23-45A13.6	0	0	0	0
Aqp12	0	0	0	0
Kif1a	1	0	0	0
RP23-254H20.2	0	0	0	0
Agxt	0	0	0	0
AC110247.1	0	0	0	0
Crocc2	0	0	0	0
Sned1	7	17	1	17
Mir6901	0	0	0	0
Mterf4	847	769	941	824
RP23-110B5.3	2	11	3	0
RP23-110B5.4	0	2	3	1
Pask	1740	1587	1324	1028
Ppp1r7	5261	5094	4376	5102
Mir6902	14	14	3	7
Mir6345	1	3	0	1
Gm26446	4	2	0	0
Ano7	0	5	14	0
Hdlbp	19016	18375	10959	12387
RP24-266K12.5	8	3	0	1
Sept2	21	26	59	17
AC108412.2	0	0	0	0
Farp2	110	104	129	38
RP23-302H1.1	8	0	0	0
Stk25	3766	3662	3506	3695
RP23-302H1.2	2	5	2	1
Bok	22	26	45	10
Thap4	991	1089	1019	896
RP24-263F3.1	2	0	3	1
Atg4b	4370	3739	3533	3721
Dtymk	5127	4591	4348	4152
Ing5	3645	3060	2386	3533
Gm22089	1	0	0	1
D2hgdh	1065	984	948	862
Gal3st2	0	0	0	0
RP23-397C14.2	0	0	0	0
